Howtext,이름,Function,Company,Shape,Howword,Except,Companyinfo
"1일 2회, 1회 3정씩 씹어서 물과함께 섭취",스피젠프로바이오틱스-G5," 1. 피부건강·항산화개선에 도움을 줄 수 있음

 1. 유산균 증식 및 유해균 억제에 도움을 줄 수 있음  2. 배변활동 원활에 도움을 줄 수 있음 

 1. 칼슘과 인이 흡수되고 이용되는데 필요 2. 뼈의 형성과 유지에 필요 3. 골다공증발생 위험 감소에 도움을 줌

 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요

 1. 유해산소로부터 세포를 보호하는데 필요",엠에스바이오텍(주),알약,," 1.  알레르기 체질이신 경우 성분을 확인한 후 섭취하시기 바랍니다.
 2.  제품을 개봉할 때 또는 섭취시 포장재에 의해 상처를 입을 수 있으니 주의 하십시오.",
"1일 1회, 1회에 1포(100ml)을 섭취하십시오.",6년근고려홍삼,[홍삼제품] 1. 면역력 증진 2. 피로회복 3. 혈소판 응집 억제를 통한 혈액흐름에 도움 4. 기억력 개선에 도움을 줄 수 있음,태웅식품(주),액상,,#NAME?,
"1일 2회, 1회 1병(20ml)을 섭취",알지삼프리미엄,[홍삼제품] 1. 면역력 증진에 도움 2. 피로개선에 도움 3. 혈소판 응집 억제를 통한 혈액흐름에 도움 4. 기억력 개선에 도움 5. 항산화에 도움을 줄 수 있음,(주)비트로시스,액상,,"[홍삼제품]의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의

1. 알레르기 체질이신 경우 성분을 확인하고 섭취

2. 의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의 

3. 어린이는 성인기준 1/2만 드십시오.

4. 본제품음 질병의 치료 및 예방을 위한 의약품이 아닙니다.",
"1일 2회, 1회 1포를 직접 또는 물과 함께 섭취하십시오.",온가족 생유산균, 1. 유산균 증식 및 유해균 억제에 도움을 줄 수 있음  2. 배변활동 원활에 도움을 줄 수 있음,(주)뉴팜,분말,,#NAME?,
"1일 1회, 1회 1포를 물과 함께 섭취하십시오.",바이오캡 키즈 유산균 딸기요거트맛,"[프로바이오틱스 제품] 1. 유산균 증식 및 유해균 억제에 도움을 줄 수 있음  2. 배변활동 원활에 도움을 줄 수 있음 

[아연] 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요

[비타민D] 1. 칼슘과 인이 흡수되고 이용되는데 필요 2. 뼈의 형성과 유지에 필요 3. 골다공증발생 위험 감소에 도움을 줌",(주)뉴트리바이오텍,분말,,"1. 임산, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.

2. 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.

3. 섭취량 및 섭취방법을 확인한 후 섭취하십시오.

4. 섭취 전에 유통기한을 확인한 후 섭취하십시오, 또한 유통기한이 경과한 제품은 섭취하지 마십시오.

5. 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.

6. 제품을 개봉하신 후에는 변질될 수 있으니 섭취 직전에 개봉하여 드시기 바랍니다.",
"성인 1일 1회,1회 1포(10g)를 섭취",데이홍삼정, 1. 면역력 증진에 도움을 줄 수 있음 2. 피로개선에 도움을 줄 수 있음 3. 혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음 4. 기억력 개선에 도움을 줄 수 있음 5. 항산화에 도움을 줄 수 있음,바산 고려홍삼(주),액상,,"의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의",
"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",듀얼 플로라 프로바이오틱스,[프로바이오틱스]  1. 유산균 증식 및 유해균 억제에 도움을 줄 수 있음  2. 배변활동 원활에 도움을 줄 수 있음,(주)뉴트리바이오텍,캡슐,,"1. 임산부 , 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
2. 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
3. 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
4. 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.",
"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",간건강 밀크씨슬,"[밀크씨슬추출물] 1.  간 건강에 도움을 줄 수 있음



[비타민B1] 1. 탄수화물과 에너지 대사에 필요



[비타민B2] 1. 체내 에너지 생성에 필요



[판토텐산] 1. 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요



[비타민B6] 1. 단백질 및 아미노산 이용에 필요 2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요



[비타민B12] 1. 정상적인 엽산 대사에 필요



[비타민C] 1. 결합조직 형성과 기능유지에 필요 2. 철의 흡수에 필요 3. 유해산소로부터 세포를 보호하는데 필요



[비타민E] 1. 유해산소로부터 세포를 보호하는데 필요



[셀렌] 1. 유해산소로부터 세포를 보호하는데 필요



[아연] 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요",(주)뉴트리바이오텍,캡슐,," 1.  알레르기 반응이 나타나는 경우에는 섭취 중단  2.  설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의

1. 임산부 , 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
2. 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
3. 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
4. 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
5. 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.",
"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취.",오메가3루테인,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음",주식회사한미양행,캡슐,,과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음.,
"1일 1회, 1회 2캡슐(1.3g)을 물과 함께 섭취한다.",비타민C, 1. 결합조직 형성과 기능유지에 필요 2. 철의 흡수에 필요 3. 유해산소로부터 세포를 보호하는데 필요,(주)쎌바이오텍,캡슐,,"질병치료중이신 분, 알레르기, 특이체질이신 분은 의사, 약사등 전문가와 상담 후 섭취하십시오.",
"1일 2회, 1회 3정(1.8g)을 충분한 물과 함께 섭취하십시오.",간건강,"유산균발효마늘추출물 : 간건강에 도움을 줄 수 있음

홍경천추출물 : 스트레스로 인한 피로개선에 도움을 줄 수 있음.

비타민C :  1. 결합조직 형성과 기능유지에 필요 2. 철의 흡수에 필요 3. 유해산소로부터 세포를 보호하는데 필요

셀렌 :  1. 유해산소로부터 세포를 보호하는데 필요

아연 :  1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요

망간 :  1. 뼈 형성에 필요 2. 에너지 이용에 필요 3. 유해산소로부터 세포를 보호하는데 필요

판토텐산 :  1. 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

비타민B6 :  1. 단백질 및 아미노산 이용에 필요 2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민B1 :  1. 탄수화물과 에너지 대사에 필요

비타민B2 :  1. 체내 에너지 생성에 필요

엽산 :  1. 세포와 혈액생성에 필요 2. 태아 신경관의 정상 발달에 필요 3. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민E:  1.  유해산소로부터 세포를 보호하는데 필요",(주)서흥,알약,," 1.  특이체질 및 알러지 체질의 경우 성분을 확인하신 후 섭취하십시오.
 2.  씹어서 드시면 치아에 손상을 줄 수 있으니 반드시 섭취방법을 준수하십시오.
 3.  제품 특성상(흡습성) 내용물의 색상이 진해지거나 연해질 수 있으나 성분과 함량에는 변화가 없으므로 안심하고 섭취하십시오.
 4.  실리카겔은 절대 섭취하지 마십시오.",
"1일 2회, 1회 2캡슐을 물과 함께 섭취.",한미복합글루코사민골드,"[글루코사민 제품] 1. 관절 및 연골 건강에 도움

[비타민D] 1. 칼슘과 인이 흡수되고 이용되는데 필요  2. 뼈의 형성과 유지에 필요",주식회사한미양행,캡슐,,"[글루코사민 제품]

게에 알레르기를 나타내는 사람은 섭취에 주의(게를 원재료로 사용한 경우에 한함)새우에 알레르기를 나타내는 사람은 섭취에 주의(새우를 원재료로 사용한 경우에 한함)",
"1일 1회, 1회 1캅셀을 식사 후 물과 함께 섭취하십시오.",전립소 쏘팔메토," 1. 전립선 건강의 유지에 도움을 줄 수 있음.

 1. 정상적인 면역기능에 필요  2.  정상적인 세포분열에 필요",주식회사 노바렉스,캡슐,,#NAME?,
"1일 1회, 1회 2캡슐을 충분한 물과 함께 섭취하십시오. 1일 2회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",눈건강아스타잔틴," 1. 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

 1. 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

 1. 눈의 피로도 개선에 도움을 줄 수 있음

 1. 어두운 곳에서 시각 적응을 위해 필요 2. 피부와 점막을 형성하고 기능을 유지하는데 필요 3. 상피세포의 성장과 발달에 필요

 1. 유해산소로부터 세포를 보호하는데 필요",코스맥스바이오(주),캡슐,,"과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음

 1. 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음  2. β-카로틴의 흡수를 저해할 수 있음",
"1일 1회, 1회 1캡슐 물과 함께 섭취",순수식품 눈이 편한 루테인&오메가3,"[루테인] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[EPA 및 DHA 함유 유지] 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민 A]  1. 어두운 곳에서 시각 적응을 위해 필요 2. 피부와 점막을 형성하고 기능을 유지하는데 필요 3. 상피세포의 성장과 발달에 필요
[비타민 E] 유해산소로부터 세포를 보호하는데 필요",(주)케이지앤에프,캡슐,,과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,
"1일 1회, 1회 1포를 물 200ml와 함께 섭취하십시오.",엠12(M12),"[단백질]  1. 근육, 결합조직 등 신체조직의 구성성분  2. 효소, 호르몬, 항체의 구성에 필요  3. 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요  4. 체액, 산-염기의 균형 유지에 필요  5. 에너지, 포도당, 지질의 합성에 필요",(주)뉴트리바이오텍,분말,,"특정 단백질에 알레르기를 나타내는 경우에는 섭취 주의
1. 유통기한을 확인하시기 바라며 섭취량 및 섭취방법을 준수하시기 바랍니다.
2. 특이체질, 알레르기 체질인 경우 성분 확인 후 섭취하십시오.
3. 섭취 시 포장 절단면에 상처를 입을 수 있으니 주의하십시오.
4. 이상증상이 생길 경우 즉시 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.",
물과 함께 섭취,유한m엽산에프," 1. 세포와 혈액생성에 필요 2. 태아 신경관의 정상 발달에 필요 3. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

 1. 정상적인 엽산 대사에 필요",(주)뉴트리바이오텍,알약,, 1.  특이체질 알러지 체질의 경우 성분을 확인하여 섭취하십시오.,
"1일 2회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",홍경천 밀크씨슬 프리미엄," 1.  간 건강에 도움을 줄 수 있음

스트레스로 인한 피로개선에 도움을 줄 수 있음.

 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요

 1. 뼈 형성에 필요 2. 에너지 이용에 필요 3. 유해산소로부터 세포를 보호하는데 필요

 1. 유해산소로부터 세포를 보호하는데 필요

 1. 단백질 및 아미노산 이용에 필요 2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

 1. 탄수화물과 에너지 대사에 필요

 1. 체내 에너지 생성에 필요

 1. 어두운 곳에서 시각 적응을 위해 필요 2. 피부와 점막을 형성하고 기능을 유지하는데 필요 3. 상피세포의 성장과 발달에 필요",극동에치팜(주),캡슐,," 1.  알레르기 반응이 나타나는 경우에는 섭취 중단  2.  설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의",
"1일 2회, 1회 1캡슐을 물과 함께 섭취하십시오.",액티브시니어멀티비타민,"[루테인] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[코엔자임Q10] 항산화 · 높은 혈압 감소에 도움을 줄 수 있음
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
[비타민E] 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[철] 체내 산소운반과 혈액생성에 필요 / 에너지 생성에 필요
[요오드] 갑상선 호르몬의 합성에 필요 / 에너지 생성에 필요 / 신경발달에 필요",(주)한국씨엔에스팜,캡슐,," 1.  특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.
 2.  어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오.
 3.  과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.
 4.  특히 6세 이하는 과량섭취하지 않도록 주의하십시오.






























특히 6세 이하는 과량섭취하지 않도록 주의",
